StripChart:,Data,
Date:, Tue Feb 14 15:14:22 2023
,
Number of Data Variables =, 13,
Max Number of Data Points =, 100000,
Number of Data Points =, 14918,
Time Interval,         1, to ,    895021,

 ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- ,
Time,Naptha Cut Point - Research Octane Number (Naptha),Diesel Centane Index - Cetane Index (DieselMix),HMI - G8:,HMI - G10:,HMI - G11:,HMI - G13:,HMI - G14:,HMI - G15:,Naptha Cut Point - ASTM D86 (Cut Pt-100.00%-Naptha),Kero Cut Point - ASTM D86 (Cut Pt-0.0%-Kero Product),Kero Cut Point - ASTM D86 (Cut Pt-100.00%-Kero Product),Diesel Cut Point - ASTM D86 (Cut Pt-95.00%-Diesel Product),AGO Cut Point - ASTM D86 (Cut Pt-95.00%-AGO Product),
[seconds],[],[],[],[],[],[],[],[],[C],[C],[C],[C],[C],
      704521,     60.3379,      46.462,     23.4301,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      704581,     60.3379,      46.462,     23.4301,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      704641,     60.3379,      46.462,     23.4301,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      704701,     60.3379,      46.462,     23.4301,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      704761,     60.3379,      46.462,     23.4301,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      704821,     60.3379,      46.462,     23.4301,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      704881,     60.3379,      46.462,     23.4301,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      704941,     60.3379,      46.462,     23.4301,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      705001,     60.3379,      46.462,     23.4301,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      705061,     60.3379,      46.462,     23.4301,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      705121,     60.3379,      46.462,       23.43,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      705181,     60.3379,      46.462,       23.43,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      705241,     60.3379,      46.462,       23.43,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      705301,     60.3379,      46.462,       23.43,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      705361,     60.3379,      46.462,       23.43,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      705421,     60.3379,      46.462,       23.43,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      705481,     60.3379,      46.462,       23.43,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      705541,     60.3379,      46.462,       23.43,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      705601,     60.3379,      46.462,       23.43,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      705661,     60.3379,      46.462,     23.4299,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      705721,     60.3379,      46.462,     23.4299,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      705781,     60.3379,      46.462,     23.4299,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      705841,     60.3379,      46.462,     23.4299,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      705901,     60.3379,      46.462,     23.4299,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      705961,     60.3379,      46.462,     23.4299,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      706021,     60.3379,      46.462,     23.4299,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      706081,     60.3379,      46.462,     23.4299,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      706141,     60.3379,      46.462,     23.4299,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      706201,     60.3379,      46.462,     23.4298,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      706261,     60.3379,      46.462,     23.4298,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      706321,     60.3379,      46.462,     23.4298,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      706381,     60.3379,      46.462,     23.4298,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      706441,     60.3379,      46.462,     23.4298,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      706501,     60.3379,      46.462,     23.4298,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      706561,     60.3379,      46.462,     23.4298,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      706621,     60.3379,      46.462,     23.4298,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      706681,     60.3379,      46.462,     23.4297,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      706741,     60.3379,      46.462,     23.4297,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      706801,     60.3379,      46.462,     23.4297,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      706861,     60.3379,      46.462,     23.4297,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      706921,     60.3379,      46.462,     23.4297,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      706981,     60.3379,      46.462,     23.4297,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      707041,     60.3379,      46.462,     23.4297,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      707101,     60.3379,      46.462,     23.4297,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      707161,     60.3379,      46.462,     23.4297,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      707221,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      707281,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      707341,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      707401,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      707461,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      707521,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      707581,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      707641,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      707701,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      707761,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      707821,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      707881,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      707941,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      708001,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      708061,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      708121,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      708181,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      708241,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      708301,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      708361,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      708421,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      708481,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      708541,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      708601,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      708661,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      708721,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      708781,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      708841,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      708901,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      708961,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      709021,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      709081,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      709141,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      709201,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      709261,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      709321,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      709381,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      709441,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      709501,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      709561,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      709621,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      709681,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      709741,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      709801,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      709861,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      709921,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      709981,     60.3379,      46.462,     23.4293,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      710041,     60.3379,      46.462,     23.4293,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      710101,     60.3379,      46.462,     23.4293,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      710161,     60.3379,      46.462,     23.4293,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      710221,     60.3379,      46.462,     23.4293,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      710281,     60.3379,      46.462,     23.4293,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      710341,     60.3379,      46.462,     23.4293,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      710401,     60.3379,      46.462,     23.4293,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      710461,     60.3379,      46.462,     23.4293,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      710521,     60.3379,      46.462,     23.4293,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      710581,     60.3379,      46.462,     23.4293,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      710641,     60.3379,      46.462,     23.4293,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      710701,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      710761,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      710821,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      710881,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      710941,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      711001,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      711061,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      711121,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      711181,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      711241,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      711301,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      711361,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      711421,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      711481,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      711541,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      711601,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      711661,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      711721,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      711781,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      711841,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      711901,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      711961,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      712021,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      712081,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      712141,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      712201,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      712261,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      712321,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      712381,     60.3379,      46.462,     23.4294,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      712441,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      712501,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      712561,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      712621,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      712681,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      712741,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      712801,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      712861,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      712921,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      712981,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      713041,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      713101,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      713161,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      713221,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      713281,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      713341,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      713401,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      713461,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      713521,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      713581,     60.3379,      46.462,     23.4295,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      713641,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      713701,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      713761,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      713821,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      713881,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      713941,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      714001,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      714061,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      714121,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      714181,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      714241,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      714301,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      714361,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      714421,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      714481,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      714541,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      714601,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      714661,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      714721,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      714781,     60.3379,      46.462,     23.4296,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      714841,     60.3379,      46.462,     23.4297,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      714901,     60.3379,      46.462,     23.4297,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      714961,     60.3379,      46.462,     23.4297,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      715021,     60.3379,      46.462,     23.4297,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      715081,     60.3379,      46.462,     23.4297,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      715141,     60.3379,      46.462,     23.4297,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      715201,     60.3379,      46.462,     23.4297,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
      715261,     60.3379,      46.462,     23.4297,     11.7936,     25.3563,       49.14,      1.7199,       49.14,     178.733,     168.268,     262.731,     335.243,     388.221,
